q_deg,input_torque_Nm,input_torque_mNm,link 1_Nm,link 2_Nm,link 3_Nm,joint R12_Nm,joint R23_Nm,joint T3_Nm,rod P0-B2_Nm,rod A1-C3_Nm,TCP payload_Nm
34.9,-0.00744271240854,-7.44271240854,-0.000800920526337,-0.00148345961222,-0.00119725311477,-0.000961104631604,-0.00126408478672,-0.00113042144282,-0.000119263847312,-0.000486204446755,0
35,-0.00740541834719,-7.40541834719,-0.000799931646168,-0.00147863607068,-0.00118772386435,-0.000959917975401,-0.00125803613062,-0.00111741159808,-0.000118988385091,-0.000484772676787,0
35.1,-0.00736813206617,-7.36813206617,-0.000798940329268,-0.00147381142195,-0.00117820027653,-0.000958728395122,-0.0012519887378,-0.00110441181526,-0.00011871305782,-0.000483338032427,0
35.2,-0.00733085400151,-7.33085400151,-0.000797946578658,-0.00146898570411,-0.00116868247596,-0.000957535894389,-0.00124594266178,-0.00109142229013,-0.000118437865645,-0.000481900530832,0
35.3,-0.00729358458843,-7.29358458843,-0.000796950397364,-0.0014641589552,-0.00115917058704,-0.000956340476837,-0.00123989795596,-0.00107844321811,-0.000118162808711,-0.000480460189197,0
35.4,-0.00725632426135,-7.25632426135,-0.000795951788421,-0.00145933121316,-0.00114966473392,-0.000955142146105,-0.00123385467363,-0.00106547479421,-0.00011788788716,-0.000479017024746,0
35.5,-0.0072190734539,-7.2190734539,-0.00079495075487,-0.00145450251586,-0.00114016504049,-0.000953940905844,-0.00122781286794,-0.00105251721303,-0.000117613101132,-0.000477571054738,0
35.6,-0.00718183259892,-7.18183259892,-0.000793947299762,-0.00144967290111,-0.00113067163037,-0.000952736759715,-0.00122177259196,-0.00103957066878,-0.000117338450763,-0.000476122296465,0
35.7,-0.00714460212841,-7.14460212841,-0.000792941426153,-0.00144484240666,-0.00112118462693,-0.000951529711383,-0.0012157338986,-0.00102663535525,-0.000117063936187,-0.00047467076725,0
35.8,-0.00710738247357,-7.10738247357,-0.000791933137106,-0.00144001107014,-0.00111170415327,-0.000950319764528,-0.00120969684069,-0.00101371146585,-0.000116789557535,-0.00047321648445,0
35.9,-0.00707017406478,-7.07017406478,-0.000790922435694,-0.00143517892916,-0.00110223033223,-0.000949106922833,-0.00120366147091,-0.00100079919356,-0.000116515314937,-0.000471759465453,0
36,-0.00703297733162,-7.03297733162,-0.000789909324995,-0.00143034602123,-0.0010927632864,-0.000947891189994,-0.00119762784185,-0.000987898730952,-0.000116241208516,-0.000470299727681,0
36.1,-0.00699579270282,-6.99579270282,-0.000788893808095,-0.00142551238379,-0.00108330313808,-0.000946672569715,-0.00119159600597,-0.000975010270185,-0.000115967238397,-0.000468837288587,0
36.2,-0.0069586206063,-6.9586206063,-0.000787875888088,-0.00142067805422,-0.00107385000931,-0.000945451065706,-0.00118556601562,-0.000962134002999,-0.0001156934047,-0.000467372165656,0
36.3,-0.00692146146913,-6.92146146913,-0.000786855568075,-0.00141584306981,-0.00106440402187,-0.000944226681689,-0.00117953792302,-0.000949270120717,-0.000115419707543,-0.000465904376405,0
36.4,-0.00688431571754,-6.88431571754,-0.000785832851162,-0.00141100746779,-0.00105496529726,-0.000942999421395,-0.00117351178028,-0.000936418814235,-0.000115146147039,-0.000464433938383,0
36.5,-0.00684718377696,-6.84718377696,-0.000784807740467,-0.00140617128531,-0.00104553395672,-0.00094176928856,-0.0011674876394,-0.000923580274027,-0.000114872723302,-0.000462960869171,0
36.6,-0.00681006607192,-6.81006607192,-0.000783780239111,-0.00140133455946,-0.0010361101212,-0.000940536286933,-0.00116146555226,-0.000910754690135,-0.000114599436441,-0.000461485186381,0
36.7,-0.00677296302614,-6.77296302614,-0.000782750350224,-0.00139649732725,-0.00102669391139,-0.000939300420269,-0.00115544557061,-0.000897942252175,-0.000114326286562,-0.000460006907656,0
36.8,-0.00673587506247,-6.73587506247,-0.000781718076945,-0.00139165962562,-0.00101728544771,-0.000938061692334,-0.00114942774609,-0.000885143149326,-0.00011405327377,-0.000458526050671,0
36.9,-0.00669880260291,-6.69880260291,-0.000780683422416,-0.00138682149143,-0.00100788485029,-0.000936820106899,-0.00114341213025,-0.000872357570332,-0.000113780398166,-0.000457042633132,0
37,-0.0066617460686,-6.6617460686,-0.00077964638979,-0.00138198296148,-0.000998492238985,-0.000935575667748,-0.00113739877447,-0.000859585703499,-0.000113507659849,-0.000455556672776,0
37.1,-0.00662470587981,-6.62470587981,-0.000778606982227,-0.00137714407249,-0.000989107733378,-0.000934328378672,-0.00113138773006,-0.000846827736692,-0.000113235058914,-0.000454068187371,0
37.2,-0.00658768245594,-6.58768245594,-0.000777565202891,-0.00137230486111,-0.000979731452766,-0.000933078243469,-0.0011253790482,-0.000834083857331,-0.000112962595455,-0.000452577194715,0
37.3,-0.00655067621553,-6.55067621553,-0.000776521054957,-0.00136746536393,-0.000970363516166,-0.000931825265948,-0.00111937277994,-0.000821354252389,-0.000112690269562,-0.000451083712639,0
37.4,-0.00651368757624,-6.51368757624,-0.000775474541605,-0.00136262561744,-0.000961004042314,-0.000930569449926,-0.00111336897623,-0.000808639108393,-0.000112418081323,-0.000449587759002,0
37.5,-0.00647671695483,-6.47671695483,-0.000774425666023,-0.00135778565809,-0.000951653149659,-0.000929310799227,-0.0011073676879,-0.000795938611416,-0.000112146030824,-0.000448089351694,0
37.6,-0.00643976476721,-6.43976476721,-0.000773374431406,-0.00135294552223,-0.000942310956368,-0.000928049317687,-0.00110136896566,-0.000783252947076,-0.000111874118146,-0.000446588508636,0
37.7,-0.00640283142838,-6.40283142838,-0.000772320840957,-0.00134810524617,-0.000932977580319,-0.000926785009148,-0.0010953728601,-0.000770582300536,-0.00011160234337,-0.000445085247778,0
37.8,-0.00636591735244,-6.36591735244,-0.000771264897884,-0.00134326486611,-0.000923653139103,-0.000925517877461,-0.00108937942171,-0.0007579268565,-0.000111330706573,-0.000443579587101,0
37.9,-0.00632902295262,-6.32902295262,-0.000770206605405,-0.00133842441822,-0.000914337750022,-0.000924247926486,-0.00108338870084,-0.000745286799207,-0.000111059207829,-0.000442071544616,0
38,-0.00629214864123,-6.29214864123,-0.000769145966742,-0.00133358393856,-0.000905031530089,-0.000922975160091,-0.00107740074774,-0.000732662312435,-0.00011078784721,-0.000440561138363,0
38.1,-0.00625529482969,-6.25529482969,-0.000768082985128,-0.00132874346314,-0.000895734596023,-0.000921699582154,-0.00107141561255,-0.000720053579493,-0.000110516624785,-0.000439048386411,0
38.2,-0.0062184619285,-6.2184619285,-0.0007670176638,-0.0013239030279,-0.000886447064253,-0.00092042119656,-0.00106543334528,-0.000707460783221,-0.00011024554062,-0.00043753330686,0
38.3,-0.00618165034725,-6.18165034725,-0.000765950006003,-0.00131906266869,-0.000877169050911,-0.000919140007204,-0.00105945399584,-0.000694884105986,-0.000109974594779,-0.000436015917839,0
38.4,-0.00614486049464,-6.14486049464,-0.00076488001499,-0.00131422242132,-0.000867900671837,-0.000917856017987,-0.00105347761399,-0.00068232372968,-0.000109703787323,-0.000434496237506,0
38.5,-0.00610809277841,-6.10809277841,-0.000763807694019,-0.0013093823215,-0.000858642042572,-0.000916569232823,-0.00104750424942,-0.00066977983572,-0.000109433118311,-0.000432974284046,0
